Product_ID,Category,Subcategory,Price,Brand,Average_Rating_of_Similar_Products,Product_Rating,Customer_Review_Sentiment_Score,Holiday,Season,Geographical_Location,Similar_Product_List,Probability_of_Recommendation
P3832,Beauty,Lipstick,3477,Brand B,5,2.4,0.69,Yes,Summer,UK,"['Foundation', 'Perfume', 'Perfume']",0.84
P3833,Electronics,Laptop,2389,Brand C,2.7,4.1,0.09,No,Winter,Canada,"['Headphones', 'Laptop']",0.43
P3834,Beauty,Foundation,1096,Brand C,2.4,3.7,0.25,Yes,Winter,India,"['Perfume', 'Foundation']",0.48
P3835,Home Decor,Curtains,2099,Brand A,3.8,4,0.66,Yes,Spring,UK,"['Cushions', 'Wall Art']",0.78
P3836,Fashion,Jacket,2946,Brand A,2.7,2.6,0.12,Yes,Spring,UK,"['Jacket', 'Jacket']",0.74
P3837,Home Decor,Lamp,1225,Brand B,4.8,4.3,0.23,No,Autumn,India,"['Lamp', 'Lamp']",0.52
P3838,Books,Biography,1158,Brand D,4.9,4.8,0.12,Yes,Autumn,India,"['Non-fiction', 'Comics', 'Biography']",0.46
P3839,Fashion,Shoes,3558,Brand C,2.2,3,0.87,No,Summer,Canada,"['Jeans', 'T-shirt', 'T-shirt']",0.7
P3840,Books,Non-fiction,422,Brand D,3.9,3,0.12,Yes,Spring,UK,"['Non-fiction', 'Non-fiction', 'Non-fiction']",0.86
P3841,Home Decor,Lamp,2539,Brand D,4.7,4.3,0.85,Yes,Winter,Germany,"['Lamp', 'Cushions', 'Cushions']",0.9
P3842,Beauty,Perfume,1603,Brand D,3.3,3.8,0.77,No,Autumn,India,"['Foundation', 'Perfume', 'Lipstick']",0.78
P3843,Home Decor,Curtains,1346,Brand C,4.2,4,0.74,Yes,Winter,USA,"['Wall Art', 'Curtains']",0.17
P3844,Fashion,Shoes,1522,Brand A,4.9,4.9,0.02,No,Winter,USA,"['T-shirt', 'Jeans']",0.68
P3845,Books,Biography,992,Brand B,3.6,3.6,0.04,No,Autumn,UK,['Fiction'],0.19
P3846,Beauty,Foundation,924,Brand D,4.5,3.7,0.13,No,Spring,USA,"['Foundation', 'Moisturizer', 'Lipstick']",0.22
P3847,Fitness,Dumbbells,3978,Brand D,3.9,2.6,0.48,Yes,Summer,Canada,"['Resistance Bands', 'Dumbbells', 'Yoga Mat']",0.37
P3848,Home Decor,Curtains,552,Brand D,3.2,2.9,0.12,No,Summer,UK,"['Curtains', 'Lamp']",0.18
P3849,Fashion,T-shirt,3164,Brand D,2.4,2.5,0.51,No,Spring,USA,"['Shoes', 'Shoes', 'Shoes']",0.56
P3850,Home Decor,Wall Art,1625,Brand B,3.8,2.3,0.09,Yes,Spring,USA,"['Wall Art', 'Lamp']",0.48
P3851,Fitness,Dumbbells,3649,Brand D,3,4.5,0.46,No,Winter,UK,['Treadmill'],0.84
P3852,Electronics,Laptop,2629,Brand A,3.7,2.5,0.83,No,Spring,India,['Laptop'],0.62
P3853,Fitness,Treadmill,2261,Brand C,3.8,4.5,0.71,Yes,Summer,Germany,['Treadmill'],0.66
P3854,Fitness,Dumbbells,5000,Brand B,3.2,3.7,0.91,Yes,Spring,Germany,"['Resistance Bands', 'Treadmill', 'Yoga Mat']",0.38
P3855,Fitness,Treadmill,2679,Brand B,4,2.5,0.7,No,Winter,India,"['Yoga Mat', 'Yoga Mat', 'Treadmill']",0.72
P3856,Beauty,Foundation,3721,Brand C,4,2.3,0.56,Yes,Winter,Canada,"['Moisturizer', 'Lipstick', 'Foundation']",0.88
P3857,Fitness,Resistance Bands,4840,Brand D,4.6,4.5,0.68,No,Spring,USA,['Treadmill'],0.82
P3858,Fashion,Shoes,4674,Brand B,2.6,4.3,0.51,No,Spring,USA,['Jacket'],0.23
P3859,Fitness,Dumbbells,1969,Brand B,3.9,5,0.9,No,Autumn,Germany,"['Dumbbells', 'Treadmill', 'Resistance Bands']",0.19
P3860,Books,Fiction,1458,Brand A,4.2,2.5,0.59,Yes,Summer,Canada,['Fiction'],0.54
P3861,Electronics,Laptop,1686,Brand D,2.5,3,0.5,No,Spring,Canada,"['Laptop', 'Smartwatch', 'Laptop']",0.32
P3862,Home Decor,Lamp,3021,Brand B,4.6,3,0.05,No,Summer,USA,"['Wall Art', 'Wall Art', 'Wall Art']",0.37
P3863,Books,Non-fiction,2382,Brand C,4.3,3,0.79,No,Autumn,India,['Biography'],1
P3864,Electronics,Headphones,1074,Brand D,4.9,2.7,0.47,Yes,Winter,UK,"['Smartphone', 'Smartwatch', 'Laptop']",0.4
P3865,Fashion,Jacket,4854,Brand B,3.6,3.7,0.92,Yes,Winter,India,"['Jeans', 'Shoes', 'Jeans']",0.1
P3866,Books,Fiction,3740,Brand C,4,2.6,0.3,No,Spring,Germany,"['Non-fiction', 'Fiction']",1
P3867,Beauty,Perfume,3142,Brand C,3.7,4.8,0.73,No,Summer,USA,"['Perfume', 'Moisturizer', 'Foundation']",0.43
P3868,Beauty,Perfume,937,Brand A,2.1,2.6,0.64,Yes,Spring,UK,"['Lipstick', 'Moisturizer']",0.16
P3869,Home Decor,Lamp,3875,Brand D,2.3,3,0.18,Yes,Autumn,Germany,"['Cushions', 'Lamp', 'Cushions']",0.89
P3870,Beauty,Lipstick,3004,Brand B,2.5,4.6,0.42,Yes,Autumn,India,['Lipstick'],0.44
P3871,Fitness,Resistance Bands,2437,Brand A,4.1,4.2,0.38,Yes,Autumn,UK,"['Resistance Bands', 'Treadmill']",0.86
P3872,Fitness,Treadmill,1801,Brand C,4.1,2.2,0.61,Yes,Autumn,India,['Yoga Mat'],0.15
P3873,Home Decor,Cushions,1526,Brand B,2.1,2.2,0.52,No,Autumn,UK,['Wall Art'],0.94
P3874,Fashion,T-shirt,2091,Brand A,3.9,2.3,0.9,Yes,Autumn,India,"['Jacket', 'Shoes', 'Jeans']",0.41
P3875,Electronics,Smartphone,3198,Brand D,3.4,3,0.01,Yes,Winter,Germany,"['Laptop', 'Laptop', 'Smartwatch']",0.85
P3876,Beauty,Foundation,351,Brand D,2.7,3.1,0.67,No,Winter,UK,['Lipstick'],0.4
P3877,Books,Comics,815,Brand C,3,3,0.61,Yes,Autumn,India,"['Non-fiction', 'Non-fiction', 'Non-fiction']",0.46
P3878,Fitness,Yoga Mat,3367,Brand C,4,2.9,0.12,No,Autumn,USA,"['Treadmill', 'Resistance Bands']",0.29
P3879,Fashion,Shoes,3295,Brand C,4.6,4.3,0.71,No,Autumn,Canada,"['Jeans', 'T-shirt']",0.99
P3880,Home Decor,Lamp,105,Brand D,2.4,3.1,0.31,Yes,Summer,UK,"['Cushions', 'Curtains', 'Curtains']",0.43
P3881,Home Decor,Lamp,1488,Brand D,2.3,4.4,0.88,Yes,Summer,USA,"['Cushions', 'Lamp']",0.61
P3882,Home Decor,Wall Art,1842,Brand B,4.1,2.2,0.28,Yes,Spring,USA,['Lamp'],0.82
P3883,Home Decor,Cushions,328,Brand D,3.6,2.6,0.08,Yes,Winter,Germany,"['Curtains', 'Wall Art']",0.26
P3884,Beauty,Perfume,2018,Brand C,3.3,3.9,0.84,Yes,Winter,UK,['Lipstick'],0.42
P3885,Electronics,Laptop,458,Brand B,4.9,2.6,0.28,No,Autumn,USA,"['Smartwatch', 'Smartwatch', 'Laptop']",0.11
P3886,Beauty,Perfume,189,Brand C,3.7,4.9,0.28,No,Spring,India,"['Moisturizer', 'Moisturizer', 'Lipstick']",0.42
P3887,Electronics,Laptop,3824,Brand C,2.7,3.9,0.64,No,Summer,India,"['Laptop', 'Laptop', 'Laptop']",0.12
P3888,Fashion,Shoes,3444,Brand D,4.6,3.8,0.25,Yes,Spring,UK,"['Jacket', 'Jeans']",0.58
P3889,Books,Fiction,4329,Brand C,4.9,4.2,0.54,No,Autumn,Canada,"['Biography', 'Non-fiction', 'Fiction']",0.22
P3890,Fitness,Treadmill,4053,Brand A,2,4.7,0.41,No,Spring,Canada,['Yoga Mat'],0.96
P3891,Electronics,Laptop,1186,Brand B,3,2.5,0.64,No,Winter,Germany,['Headphones'],0.28
P3892,Fashion,T-shirt,3943,Brand D,4.7,2.4,0.22,No,Spring,Canada,['Jeans'],0.42
P3893,Electronics,Laptop,2599,Brand D,4.1,4.6,0.93,No,Spring,Canada,"['Smartwatch', 'Laptop']",0.45
P3894,Electronics,Laptop,2274,Brand A,2.9,4.3,0.58,Yes,Winter,Germany,"['Laptop', 'Smartphone', 'Laptop']",0.89
P3895,Books,Non-fiction,1699,Brand B,4.5,3.3,0.34,No,Summer,Canada,"['Biography', 'Biography', 'Biography']",0.59
P3896,Fitness,Dumbbells,1680,Brand D,3.9,2.5,0.8,No,Winter,Canada,"['Dumbbells', 'Treadmill', 'Yoga Mat']",0.29
P3897,Home Decor,Curtains,2623,Brand C,2.4,4,0.07,Yes,Summer,UK,"['Cushions', 'Curtains', 'Wall Art']",0.24
P3898,Fitness,Yoga Mat,251,Brand A,3.8,2.5,0.08,Yes,Autumn,USA,"['Resistance Bands', 'Yoga Mat', 'Resistance Bands']",0.67
P3899,Beauty,Perfume,225,Brand B,3.4,4.7,0.55,No,Winter,India,"['Foundation', 'Foundation', 'Perfume']",0.38
P3900,Beauty,Moisturizer,3136,Brand A,2.3,3.7,0.75,Yes,Summer,Canada,"['Moisturizer', 'Foundation', 'Lipstick']",0.45
P3901,Home Decor,Lamp,3510,Brand C,4.3,3.4,0.69,Yes,Summer,UK,['Wall Art'],0.85
P3902,Fashion,Shoes,4476,Brand D,4.9,3.9,0.55,No,Autumn,USA,"['Jeans', 'Jeans']",0.84
P3903,Electronics,Headphones,2928,Brand A,2.6,2.7,0.49,Yes,Spring,USA,['Smartphone'],0.78
P3904,Books,Biography,1936,Brand B,3.7,3.3,0.89,No,Winter,UK,"['Fiction', 'Fiction', 'Non-fiction']",0.34
P3905,Fashion,Jeans,3485,Brand C,4.4,2,0.69,No,Summer,Canada,"['T-shirt', 'T-shirt', 'Shoes']",0.14
P3906,Fitness,Resistance Bands,1994,Brand B,2.4,2.9,0.94,No,Spring,Germany,"['Resistance Bands', 'Treadmill']",0.82
P3907,Home Decor,Lamp,957,Brand A,4.4,3.8,0.32,No,Spring,Germany,['Lamp'],0.57
P3908,Fitness,Treadmill,2219,Brand B,4.3,4.2,0.29,Yes,Autumn,UK,['Dumbbells'],0.34
P3909,Fashion,Jacket,1418,Brand B,3.8,4,0.38,No,Spring,India,['Jeans'],0.18
P3910,Books,Comics,1525,Brand A,3.4,4.2,0.79,No,Autumn,Canada,"['Biography', 'Biography', 'Comics']",0.82
P3911,Home Decor,Curtains,1581,Brand C,3.1,3.4,0.52,No,Autumn,USA,['Wall Art'],0.68
P3912,Books,Comics,4527,Brand B,4.5,2.8,0.56,Yes,Autumn,Germany,"['Biography', 'Fiction']",0.44
P3913,Home Decor,Lamp,3290,Brand A,4.5,2.5,0.83,Yes,Winter,UK,"['Lamp', 'Wall Art', 'Lamp']",0.33
P3914,Electronics,Laptop,1968,Brand A,3.4,2.7,0.79,Yes,Summer,Germany,"['Smartwatch', 'Headphones']",0.52
P3915,Fashion,T-shirt,1507,Brand C,3.6,3.5,0.65,No,Spring,Germany,['Jeans'],0.17
P3916,Home Decor,Cushions,2646,Brand B,2.9,4.9,0.53,Yes,Autumn,Canada,"['Cushions', 'Cushions']",0.43
P3917,Home Decor,Wall Art,2955,Brand D,3,2.2,0.12,Yes,Autumn,India,"['Wall Art', 'Cushions', 'Curtains']",0.22
P3918,Books,Fiction,375,Brand B,3,4.8,0.06,Yes,Summer,USA,"['Fiction', 'Biography', 'Non-fiction']",0.73
P3919,Fashion,Jacket,283,Brand D,2.6,2.3,0.49,No,Summer,UK,"['Jeans', 'T-shirt']",0.62
P3920,Electronics,Headphones,1623,Brand A,4.7,2,0.79,No,Summer,India,"['Headphones', 'Smartwatch']",0.65
P3921,Fitness,Dumbbells,2662,Brand D,4.9,4.8,0.08,No,Spring,USA,"['Resistance Bands', 'Resistance Bands', 'Yoga Mat']",0.33
P3922,Fashion,T-shirt,921,Brand B,2.9,4.2,0.72,Yes,Summer,UK,"['Jacket', 'Jeans', 'Jacket']",0.15
P3923,Electronics,Smartwatch,4475,Brand C,4.4,2.1,0.94,Yes,Spring,USA,"['Laptop', 'Smartwatch']",0.87
P3924,Home Decor,Wall Art,2659,Brand B,3.6,2.9,0.04,Yes,Autumn,Germany,['Wall Art'],0.38
P3925,Electronics,Laptop,3724,Brand A,4.4,2.5,0.05,No,Summer,Germany,"['Smartwatch', 'Smartwatch', 'Laptop']",0.5
P3926,Beauty,Foundation,2427,Brand A,4.2,2.4,0.07,No,Autumn,India,['Perfume'],0.49
P3927,Fashion,T-shirt,1524,Brand B,4.8,4.2,0.2,Yes,Winter,Canada,"['Jeans', 'T-shirt']",0.64
P3928,Beauty,Moisturizer,2943,Brand A,2.1,3.8,0.99,No,Winter,India,['Lipstick'],0.2
P3929,Fashion,Shoes,1643,Brand A,2.9,3.4,0.85,No,Summer,Germany,"['T-shirt', 'Jacket', 'Jeans']",0.58
P3930,Books,Fiction,1240,Brand A,4.4,3.2,0.72,No,Autumn,Canada,['Non-fiction'],0.76
P3931,Books,Non-fiction,416,Brand D,4.6,2.7,0.99,No,Summer,Canada,"['Fiction', 'Comics', 'Fiction']",0.68
P3932,Home Decor,Wall Art,1963,Brand D,4.8,3.8,0.2,No,Autumn,India,"['Curtains', 'Cushions']",0.66
P3933,Electronics,Laptop,632,Brand A,4.6,4.5,0.06,Yes,Winter,USA,"['Smartphone', 'Headphones', 'Smartwatch']",0.19
P3934,Books,Non-fiction,783,Brand B,4.5,2,0.28,No,Autumn,UK,"['Comics', 'Non-fiction']",0.55
P3935,Beauty,Lipstick,4971,Brand A,3.3,2.4,0.26,No,Summer,USA,"['Foundation', 'Foundation', 'Foundation']",0.34
P3936,Home Decor,Cushions,4710,Brand C,3.1,2.8,0.9,Yes,Winter,India,"['Cushions', 'Lamp']",0.34
P3937,Books,Fiction,1939,Brand D,4.4,4.3,0.62,No,Autumn,USA,['Fiction'],0.74
P3938,Electronics,Smartphone,1659,Brand A,3.9,4.9,0.74,No,Spring,India,"['Headphones', 'Laptop']",0.42
P3939,Electronics,Smartwatch,2794,Brand D,4.4,3.4,0.99,Yes,Summer,UK,"['Headphones', 'Smartphone']",0.76
P3940,Fashion,T-shirt,2898,Brand B,3.7,2.4,0.37,Yes,Autumn,UK,"['T-shirt', 'Jeans', 'Jacket']",0.57
P3941,Electronics,Laptop,4717,Brand D,2.6,5,0.69,No,Summer,Germany,"['Smartphone', 'Headphones', 'Smartphone']",0.46
P3942,Electronics,Smartphone,3950,Brand A,2.4,2.9,0.47,Yes,Autumn,Canada,['Smartwatch'],0.64
P3943,Fashion,Shoes,4412,Brand D,2,2.2,0.49,No,Spring,Canada,"['T-shirt', 'T-shirt', 'T-shirt']",0.76
P3944,Electronics,Headphones,3122,Brand B,4.3,3.1,0.7,No,Autumn,UK,"['Smartwatch', 'Smartwatch']",0.33
P3945,Books,Fiction,2919,Brand C,3,2.1,0.73,Yes,Summer,Canada,['Comics'],0.88
P3946,Fashion,Jeans,2028,Brand D,2.2,4.3,0.89,No,Spring,India,['Jeans'],0.58
P3947,Books,Comics,3127,Brand A,3,3.5,0.64,No,Winter,USA,"['Non-fiction', 'Biography']",0.3
P3948,Fitness,Yoga Mat,2461,Brand C,4.1,4.7,0.09,Yes,Summer,Canada,"['Dumbbells', 'Resistance Bands']",0.47
P3949,Home Decor,Curtains,2833,Brand C,3.8,3.2,0.58,Yes,Autumn,Canada,"['Wall Art', 'Curtains', 'Lamp']",0.49
P3950,Fitness,Resistance Bands,3975,Brand D,4.1,4.7,0.61,No,Winter,India,"['Yoga Mat', 'Treadmill']",0.67
P3951,Beauty,Moisturizer,270,Brand A,3.5,2.8,0.54,No,Winter,UK,['Foundation'],0.12
P3952,Fashion,T-shirt,2428,Brand D,3.9,4.5,0.72,No,Winter,India,"['Shoes', 'Jeans']",0.51
P3953,Electronics,Headphones,3791,Brand D,3.5,2.7,0.75,Yes,Spring,Germany,"['Smartphone', 'Smartphone']",0.82
P3954,Home Decor,Curtains,4074,Brand C,4.1,2.7,0.71,Yes,Spring,Canada,"['Wall Art', 'Wall Art', 'Cushions']",0.27
P3955,Fitness,Dumbbells,3069,Brand C,2.3,4.9,0.27,No,Summer,India,"['Resistance Bands', 'Treadmill']",0.31
P3956,Home Decor,Wall Art,1504,Brand B,2.2,2.1,0.39,No,Spring,USA,"['Cushions', 'Cushions', 'Lamp']",0.54
P3957,Home Decor,Lamp,3340,Brand A,4.8,4.1,0.75,Yes,Spring,USA,['Wall Art'],0.46
P3958,Fashion,Shoes,1569,Brand B,3.6,2.7,0.32,Yes,Spring,UK,['Shoes'],0.16
P3959,Beauty,Foundation,1668,Brand B,2,3,0.75,No,Summer,USA,"['Perfume', 'Lipstick', 'Perfume']",0.63
P3960,Books,Fiction,1141,Brand D,2.2,3.3,0.43,Yes,Autumn,India,"['Fiction', 'Non-fiction', 'Non-fiction']",0.12
P3961,Fashion,T-shirt,3493,Brand A,3.1,2.6,0.08,No,Winter,India,"['Shoes', 'Shoes', 'Jacket']",0.34
P3962,Home Decor,Curtains,2500,Brand B,3.3,4,0.52,No,Spring,USA,"['Lamp', 'Wall Art']",0.75
P3963,Home Decor,Cushions,4288,Brand D,2.5,2.2,0.86,No,Summer,India,"['Curtains', 'Curtains']",0.91
P3964,Beauty,Moisturizer,542,Brand A,3.6,2.4,0.49,No,Summer,UK,['Lipstick'],0.51
P3965,Books,Biography,4981,Brand C,3.8,3.7,0.58,No,Winter,India,['Fiction'],0.71
P3966,Home Decor,Cushions,2737,Brand B,4.1,4.4,0.3,No,Autumn,UK,"['Wall Art', 'Curtains', 'Curtains']",0.57
P3967,Home Decor,Lamp,2148,Brand A,4.8,4.2,0.25,Yes,Summer,UK,"['Curtains', 'Cushions']",0.77
P3968,Beauty,Foundation,3795,Brand C,4.4,4.4,0.02,No,Winter,India,"['Lipstick', 'Moisturizer', 'Moisturizer']",0.92
P3969,Fashion,Jacket,4226,Brand D,2.8,3.4,0.66,No,Winter,Canada,"['T-shirt', 'Jacket']",0.34
P3970,Beauty,Moisturizer,4138,Brand A,2.2,2,0.8,Yes,Autumn,UK,"['Moisturizer', 'Foundation', 'Moisturizer']",0.93
P3971,Electronics,Laptop,1939,Brand C,2.6,4.6,0.37,Yes,Spring,India,"['Headphones', 'Laptop', 'Headphones']",0.38
P3972,Fashion,Jacket,3877,Brand A,4.8,3,0.31,Yes,Spring,Canada,['Jacket'],0.86
P3973,Books,Fiction,4981,Brand A,2,3,0.64,Yes,Autumn,Germany,"['Biography', 'Biography']",0.2
P3974,Fashion,Shoes,701,Brand C,4.8,2.4,0.48,No,Spring,India,['Shoes'],0.75
P3975,Electronics,Headphones,3820,Brand D,4.6,3.4,0.82,Yes,Autumn,Germany,"['Headphones', 'Smartwatch', 'Headphones']",0.66
P3976,Books,Non-fiction,3188,Brand D,2.5,4.6,0.18,No,Winter,Germany,"['Comics', 'Fiction', 'Comics']",0.14
P3977,Electronics,Smartwatch,4058,Brand D,4.7,4.3,0.83,Yes,Autumn,Canada,"['Smartwatch', 'Smartwatch']",0.18
P3978,Fashion,Shoes,4039,Brand C,2.5,3,0.72,Yes,Winter,UK,"['Jacket', 'T-shirt', 'T-shirt']",0.89
P3979,Fashion,Shoes,267,Brand B,2.4,3.8,0.25,No,Winter,UK,['Jacket'],0.31
P3980,Home Decor,Cushions,1154,Brand A,3.5,3.5,0.84,Yes,Winter,India,"['Curtains', 'Wall Art']",0.63
P3981,Beauty,Lipstick,4674,Brand D,3.8,4.8,0.01,Yes,Autumn,India,"['Moisturizer', 'Lipstick']",0.43
P3982,Electronics,Smartphone,4201,Brand D,3,3.2,0.7,Yes,Winter,USA,['Laptop'],0.64
P3983,Home Decor,Lamp,133,Brand A,3.8,2.3,0.19,No,Spring,Germany,"['Curtains', 'Cushions']",0.31
P3984,Books,Fiction,2762,Brand D,3.1,2.8,0.37,Yes,Spring,USA,"['Biography', 'Fiction', 'Non-fiction']",0.51
P3985,Electronics,Laptop,3192,Brand B,3,4.4,0.44,No,Autumn,Germany,"['Headphones', 'Headphones', 'Headphones']",0.55
P3986,Fitness,Treadmill,3341,Brand B,2.4,2.2,0.06,Yes,Autumn,USA,"['Dumbbells', 'Dumbbells', 'Yoga Mat']",0.12
P3987,Fitness,Dumbbells,363,Brand C,4.8,3.8,0.68,No,Winter,UK,"['Treadmill', 'Resistance Bands']",0.36
P3988,Fitness,Resistance Bands,3184,Brand C,3.7,3.3,0.03,No,Autumn,India,"['Yoga Mat', 'Dumbbells']",0.52
P3989,Home Decor,Curtains,293,Brand D,2.5,3.1,0.35,Yes,Spring,India,"['Curtains', 'Curtains']",0.75
P3990,Beauty,Perfume,1754,Brand D,3.5,4.4,0.71,Yes,Summer,Germany,"['Foundation', 'Moisturizer', 'Perfume']",0.48
P3991,Electronics,Smartwatch,1806,Brand D,3.4,3,0.91,Yes,Spring,India,['Smartphone'],0.61
P3992,Books,Non-fiction,1754,Brand A,3.6,4.2,0.19,No,Summer,UK,['Biography'],0.85
P3993,Home Decor,Wall Art,4587,Brand C,4.6,3.5,0.55,Yes,Winter,USA,"['Curtains', 'Lamp']",0.86
P3994,Electronics,Smartwatch,3400,Brand B,3.9,4.9,0.19,Yes,Summer,UK,"['Smartphone', 'Smartwatch', 'Smartwatch']",0.86
P3995,Home Decor,Cushions,2913,Brand B,4,3.5,0.62,Yes,Summer,Canada,"['Lamp', 'Curtains']",0.92
P3996,Books,Biography,3578,Brand D,2.8,3.3,0.17,No,Spring,UK,"['Biography', 'Biography']",0.58
P3997,Electronics,Smartphone,200,Brand A,3.1,4.3,0.82,Yes,Spring,India,"['Smartwatch', 'Headphones']",0.75
P3998,Books,Comics,1658,Brand D,5,2,0.08,Yes,Autumn,Canada,"['Comics', 'Biography', 'Fiction']",0.69
P3999,Fashion,Jeans,1068,Brand A,3.7,2.4,0.81,No,Spring,Canada,['Jacket'],0.7
P4000,Fitness,Treadmill,1011,Brand C,3,5,0.92,Yes,Spring,India,"['Resistance Bands', 'Dumbbells']",0.58
P4001,Books,Fiction,2001,Brand C,3.3,4.4,0.36,No,Autumn,Germany,"['Fiction', 'Non-fiction', 'Non-fiction']",0.57
P4002,Electronics,Smartphone,3059,Brand B,3.3,2.1,0.3,No,Summer,Canada,['Smartphone'],0.25
P4003,Fitness,Yoga Mat,1503,Brand D,4.9,4.6,0.34,No,Autumn,UK,['Treadmill'],0.23
P4004,Home Decor,Curtains,4716,Brand B,2,2.9,0.51,No,Spring,USA,"['Cushions', 'Cushions', 'Lamp']",0.32
P4005,Books,Non-fiction,1194,Brand B,2.2,4.3,0.6,No,Summer,UK,"['Comics', 'Fiction']",0.16
P4006,Electronics,Headphones,4287,Brand C,4.8,4.2,0.17,No,Summer,USA,['Smartwatch'],0.58
P4007,Fitness,Resistance Bands,3175,Brand D,3.9,2,0.61,Yes,Spring,India,"['Treadmill', 'Treadmill']",0.59
P4008,Electronics,Smartwatch,1137,Brand D,2.2,3.7,0.31,Yes,Spring,Canada,['Headphones'],0.6
P4009,Beauty,Moisturizer,4564,Brand A,4.5,2.6,0.92,Yes,Winter,Germany,['Perfume'],0.2
P4010,Fashion,Jeans,767,Brand D,2.1,4,0.51,Yes,Summer,India,"['T-shirt', 'Jeans', 'T-shirt']",0.73
P4011,Home Decor,Curtains,3818,Brand D,2.7,4.6,0.29,No,Summer,Germany,"['Lamp', 'Lamp']",0.85
P4012,Fashion,Jeans,2701,Brand B,4.3,3.3,0.92,No,Autumn,USA,"['T-shirt', 'Jeans', 'Jeans']",0.41
P4013,Fitness,Dumbbells,1876,Brand C,4.9,4.2,0.04,Yes,Autumn,USA,"['Treadmill', 'Yoga Mat']",0.19
P4014,Books,Fiction,4273,Brand A,3.5,3.1,0.11,No,Winter,Germany,"['Comics', 'Comics', 'Biography']",0.98
P4015,Books,Comics,1368,Brand D,3.3,3.3,0.91,No,Summer,USA,['Non-fiction'],0.18
P4016,Electronics,Laptop,335,Brand C,3.5,5,0.31,No,Autumn,UK,"['Headphones', 'Smartwatch']",0.64
P4017,Books,Fiction,2850,Brand D,2.7,4.4,0.19,Yes,Winter,UK,"['Comics', 'Comics']",0.91
P4018,Fashion,Jeans,4950,Brand D,2.1,4.9,0.83,No,Summer,Germany,"['Jacket', 'Jeans', 'Shoes']",0.55
P4019,Beauty,Foundation,193,Brand D,4.2,3.8,0.11,Yes,Autumn,Germany,"['Perfume', 'Perfume']",0.63
P4020,Electronics,Smartphone,355,Brand B,4.2,2.5,0.49,No,Winter,India,"['Smartphone', 'Headphones']",0.82
P4021,Beauty,Perfume,700,Brand A,4.2,2.5,0.85,No,Spring,Germany,['Lipstick'],0.6
P4022,Electronics,Laptop,3296,Brand B,3.5,4.5,0.32,No,Autumn,UK,"['Laptop', 'Laptop']",0.49
P4023,Electronics,Headphones,1840,Brand D,4.1,4.5,0.23,No,Winter,UK,"['Headphones', 'Laptop']",0.44
P4024,Home Decor,Wall Art,216,Brand D,2.4,3.1,0.97,Yes,Winter,Germany,"['Lamp', 'Wall Art', 'Lamp']",0.73
P4025,Fitness,Yoga Mat,453,Brand A,3,2.5,0.34,No,Winter,Canada,"['Resistance Bands', 'Yoga Mat', 'Treadmill']",0.89
P4026,Books,Fiction,1621,Brand D,4.1,4.7,0.36,No,Autumn,Germany,['Biography'],0.12
P4027,Fitness,Resistance Bands,2232,Brand B,3.3,2.2,0.12,Yes,Winter,USA,"['Treadmill', 'Treadmill', 'Treadmill']",0.46
P4028,Fashion,T-shirt,155,Brand A,2.3,2.5,0.72,Yes,Autumn,UK,['T-shirt'],0.88
P4029,Fitness,Resistance Bands,3824,Brand C,4,4.2,0.88,Yes,Spring,USA,"['Dumbbells', 'Dumbbells']",0.65
P4030,Books,Comics,2815,Brand A,3.9,3.7,0.01,Yes,Autumn,USA,['Non-fiction'],0.18
P4031,Books,Non-fiction,402,Brand D,4.5,2.3,0.3,Yes,Summer,UK,"['Comics', 'Fiction']",0.34
P4032,Beauty,Lipstick,1618,Brand A,2.3,2.4,0.36,No,Summer,UK,"['Perfume', 'Perfume']",0.79
P4033,Fashion,Jacket,2790,Brand B,2.4,4.3,0.91,Yes,Autumn,USA,"['Jacket', 'Jeans', 'Jacket']",0.93
P4034,Fitness,Yoga Mat,2256,Brand A,4.2,4.8,0.62,No,Spring,USA,"['Resistance Bands', 'Dumbbells']",0.17
P4035,Books,Comics,936,Brand C,4.1,4.7,0.44,No,Autumn,India,"['Comics', 'Comics', 'Biography']",0.39
P4036,Beauty,Perfume,1080,Brand D,4.1,2.8,0.32,No,Summer,Germany,['Perfume'],0.62
P4037,Fitness,Resistance Bands,170,Brand C,2.2,2.7,0.89,Yes,Winter,USA,['Dumbbells'],0.95
P4038,Beauty,Foundation,3621,Brand D,3.2,4,0.85,Yes,Autumn,UK,"['Lipstick', 'Lipstick', 'Foundation']",0.8
P4039,Beauty,Lipstick,787,Brand A,3.3,2.1,0.94,No,Spring,India,['Perfume'],0.44
P4040,Beauty,Moisturizer,459,Brand D,2.7,4.7,0.76,No,Winter,USA,"['Lipstick', 'Perfume', 'Moisturizer']",0.87
P4041,Home Decor,Curtains,2717,Brand D,4.2,2.7,0.19,No,Spring,UK,"['Lamp', 'Cushions']",0.94
P4042,Electronics,Smartphone,154,Brand B,3.6,2.4,0.97,Yes,Summer,Canada,['Smartwatch'],0.58
P4043,Fashion,Jacket,4288,Brand A,2.9,3,0.01,Yes,Spring,UK,"['T-shirt', 'Shoes', 'Jeans']",0.4
P4044,Home Decor,Lamp,839,Brand B,3.8,3.4,0.33,Yes,Summer,UK,['Cushions'],0.6
P4045,Fitness,Treadmill,2137,Brand B,3.7,3.2,0.77,Yes,Winter,USA,['Dumbbells'],0.82
